x,y,z
0.00461892,-0.00271122,0.193559
0.0046707,-0.00285486,0.193686
0.0046718,-0.00291992,0.193797
0.00471553,-0.00306851,0.193932
0.00471068,-0.00313731,0.19405
0.00474642,-0.00329088,0.194193
0.00473573,-0.00336346,0.194316
0.00476348,-0.00352192,0.194467
0.00474692,-0.00359822,0.194596
0.00476687,-0.00376169,0.194753
0.00474458,-0.00384173,0.194887
0.00475669,-0.00401008,0.195051
0.00472912,-0.0040946,0.19519
0.0047329,-0.00426745,0.195359
0.00469949,-0.00435569,0.195503
0.00469599,-0.00453377,0.195679
0.00465727,-0.00462579,0.195827
0.0046462,-0.0048087,0.196007
0.00460183,-0.00490441,0.196159
0.00459553,-0.00508945,0.196347
0.0045465,-0.00518869,0.196503
0.00452171,-0.00538131,0.196693
0.00446731,-0.00548429,0.196852
0.00443519,-0.00568158,0.197047
0.00437544,-0.00578818,0.197209
0.00433612,-0.00599011,0.197408
0.00427107,-0.00610027,0.197573
0.0042246,-0.00630673,0.197775
0.00415428,-0.00642037,0.197943
0.00410072,-0.00663127,0.198147
0.00402527,-0.0067483,0.198318
0.00396228,-0.00696279,0.198521
0.00388281,-0.00708587,0.198695
0.00381153,-0.00730176,0.198899
0.00372497,-0.00742796,0.199072
0.00364995,-0.00765041,0.199274
0.003559,-0.00778041,0.199447
0.00347688,-0.00800697,0.199648
0.00338025,-0.0081406,0.19982
0.00329219,-0.00837202,0.200019
0.00319028,-0.00850948,0.200189
0.00309565,-0.00874534,0.200386
0.00298824,-0.00888652,0.200556
0.00288732,-0.00912689,0.200751
0.00277449,-0.00927181,0.200918
0.00266717,-0.00951659,0.201111
0.00254892,-0.0096653,0.201277
0.00243516,-0.00991438,0.201467
0.00231134,-0.0100667,0.201631
0.00219144,-0.0103204,0.201818
0.00206522,-0.010475,0.20198
0.00194607,-0.0107365,0.20217
0.00180415,-0.0108922,0.202327
0.00163677,-0.0111486,0.202504
0.00145781,-0.0113078,0.202669
0.00123888,-0.0115573,0.20284
0.00100122,-0.0117135,0.203002
0.000757828,-0.0119669,0.203153
0.00051784,-0.0121495,0.203319
0.00026869,-0.0123964,0.203463
2.79225e-05,-0.012582,0.203608
-0.000224708,-0.0128303,0.203737
-0.000468178,-0.0130193,0.203869
-0.000721646,-0.0132678,0.203991
-0.000977228,-0.013467,0.204106
-0.00126561,-0.0137209,0.204202
-0.0015297,-0.0139139,0.204303
-0.00181469,-0.0142169,0.204403
-0.0020674,-0.0144227,0.204484
-0.0023893,-0.0147398,0.204592
-0.00263324,-0.0149334,0.204663
-0.00297781,-0.0152936,0.204763
-0.00323436,-0.0155267,0.204838
-0.00358608,-0.015813,0.204941
-0.00383242,-0.0159838,0.205019
-0.00423743,-0.016331,0.205124
-0.00450275,-0.016532,0.205205
-0.00491638,-0.0168523,0.205319
-0.00519001,-0.0170528,0.205411
-0.00563752,-0.0173815,0.205525
-0.00592375,-0.0175892,0.205617
-0.00640135,-0.0179164,0.205741
-0.00670039,-0.0181298,0.205837
-0.00718907,-0.0184472,0.205965
-0.00748933,-0.0186605,0.206061
-0.0079944,-0.0189736,0.206201
-0.00827924,-0.0191808,0.206297
-0.00877151,-0.019473,0.206448
-0.0090364,-0.0196675,0.206547
-0.00945571,-0.0199285,0.206681
-0.00975676,-0.0201638,0.206786
-0.010208,-0.0204116,0.206927
-0.0104892,-0.0206204,0.207024
-0.0109115,-0.0208668,0.207169
-0.0111916,-0.0210715,0.207263
-0.0115896,-0.0213344,0.207406
-0.0118669,-0.0215549,0.207503
-0.012237,-0.0218155,0.207645
-0.0125048,-0.0220405,0.207749
-0.0128323,-0.0222918,0.207892
-0.0130951,-0.022512,0.207998
-0.0134061,-0.0227708,0.208134
-0.0136626,-0.0230018,0.208241
-0.0139658,-0.0232773,0.208378
-0.0142324,-0.0235097,0.208488
-0.0145048,-0.0237912,0.208627
-0.0147623,-0.0240204,0.208733
-0.0150332,-0.0243218,0.208881
-0.0152967,-0.0245536,0.208988
-0.0155618,-0.0248775,0.209149
-0.0158175,-0.0251164,0.209249
-0.0161305,-0.0254521,0.209398
-0.0164291,-0.0256961,0.209506
-0.0167764,-0.026035,0.209663
-0.0170536,-0.0262452,0.209761
-0.017403,-0.026631,0.209909
-0.0176766,-0.0268715,0.210023
-0.0180378,-0.0272328,0.21016
-0.0183282,-0.027477,0.210272
-0.0186965,-0.0278397,0.210394
-0.0189959,-0.0280859,0.210499
-0.0193732,-0.0284337,0.210607
-0.0196834,-0.0286852,0.210703
-0.0200716,-0.0290285,0.210795
-0.0203877,-0.0292768,0.210879
-0.0207841,-0.0296193,0.210955
-0.0211058,-0.0298636,0.211026
-0.0215094,-0.0302037,0.211084
-0.0218363,-0.0304457,0.211142
-0.0222467,-0.0307817,0.211184
-0.0225777,-0.031021,0.211228
-0.0229974,-0.0313538,0.211243
-0.0233258,-0.0315911,0.211278
-0.0237454,-0.0319243,0.211273
-0.0240876,-0.0321632,0.211294
-0.0245148,-0.0324873,0.21127
-0.0248585,-0.0327246,0.211273
-0.0252911,-0.033047,0.211227
-0.0256335,-0.0332855,0.211214
-0.0260607,-0.033659,0.211156
-0.0263688,-0.0339233,0.21112
-0.0267916,-0.0343148,0.211049
-0.0271069,-0.0345773,0.211006
-0.0275388,-0.0349669,0.210924
-0.0278595,-0.0352287,0.210871
-0.0282996,-0.0356167,0.210776
-0.0286261,-0.0358774,0.210715
-0.0290736,-0.0362688,0.210609
-0.0294005,-0.0365367,0.210537
-0.0298549,-0.0369299,0.210419
-0.030187,-0.0371951,0.210338
-0.0306498,-0.0375875,0.210207
-0.030988,-0.0378507,0.210118
-0.0314585,-0.0382404,0.209975
-0.0317993,-0.0385038,0.209878
-0.0322742,-0.0389084,0.209724
-0.0326134,-0.0391814,0.209616
-0.0330949,-0.0395858,0.20945
-0.0334395,-0.0398557,0.209333
-0.0339286,-0.0402557,0.209156
-0.0342786,-0.0405224,0.209031
-0.0347736,-0.040915,0.208849
-0.0351267,-0.0411705,0.20872
-0.0356358,-0.0415579,0.208529
-0.0359942,-0.0418107,0.208384
-0.036504,-0.0421915,0.208188
-0.0368666,-0.0424339,0.208043
-0.0373825,-0.0428144,0.207835
-0.0377368,-0.0430419,0.207695
-0.0382506,-0.0434152,0.20749
-0.0386154,-0.0436495,0.207342
-0.0391349,-0.0440214,0.20713
-0.0394949,-0.0442407,0.206987
-0.0400186,-0.044612,0.206775
-0.0403812,-0.0448283,0.206631
-0.0409045,-0.0451895,0.20642
-0.0412662,-0.045397,0.206276
-0.0417909,-0.0457536,0.206068
-0.0421524,-0.045952,0.205927
-0.0426783,-0.0463058,0.20572
-0.0430405,-0.0464918,0.205583
-0.0435727,-0.0468371,0.205378
-0.0439231,-0.0470069,0.205261
-0.044441,-0.0473365,0.205061
-0.0447977,-0.0475009,0.204945
-0.0452987,-0.047824,0.204756
-0.0456805,-0.0479836,0.204643
-0.0461958,-0.0482996,0.20446
-0.0465703,-0.0484457,0.204356
-0.0470721,-0.0487459,0.204185
-0.0474736,-0.0488845,0.204089
-0.0479779,-0.0491795,0.203925
-0.0483952,-0.0493098,0.203836
-0.0488972,-0.0495872,0.203679
-0.0493554,-0.0497286,0.203583
-0.049893,-0.0499729,0.203435
-0.0503575,-0.0500884,0.203341
-0.0508839,-0.0503191,0.203201
-0.051361,-0.0504549,0.203122
-0.051916,-0.0506849,0.202981
-0.0523923,-0.0508069,0.202916
-0.052949,-0.0510171,0.20279
-0.053478,-0.0511665,0.202736
-0.0540379,-0.0513698,0.202623
-0.0545777,-0.0515227,0.202578
-0.0551591,-0.0517128,0.202479
-0.055705,-0.0518764,0.202442
-0.0563049,-0.0520593,0.202353
-0.056848,-0.0522259,0.20231
-0.0574452,-0.0524052,0.202231
-0.0579968,-0.0525753,0.202189
-0.0586212,-0.0527736,0.202096
-0.0591591,-0.0529512,0.202055
-0.059768,-0.0531557,0.201968
-0.0603138,-0.0533476,0.201904
-0.0609361,-0.0535701,0.201814
-0.0614613,-0.0537729,0.20175
-0.0620909,-0.0540232,0.201649
-0.0626079,-0.0542371,0.201596
-0.0632256,-0.054507,0.201494
-0.0637386,-0.054726,0.201445
-0.0643372,-0.0550094,0.201347
-0.0648438,-0.0552371,0.201302
-0.065443,-0.055542,0.20121
-0.0659487,-0.0557808,0.201173
-0.0665349,-0.0561039,0.201089
-0.0670375,-0.0563494,0.201057
-0.0676173,-0.0566902,0.20098
-0.0681185,-0.0569492,0.200952
-0.0686947,-0.0573147,0.200887
-0.069196,-0.0575782,0.200851
-0.0697784,-0.0579722,0.200802
-0.0702697,-0.0582429,0.200774
-0.0708656,-0.0586663,0.200738
-0.0713634,-0.0589502,0.200716
-0.0719672,-0.059407,0.200692
-0.0724719,-0.0597054,0.200669
-0.0730834,-0.0601852,0.200653
-0.0735953,-0.0604987,0.200632
-0.0742226,-0.0609889,0.200606
-0.0747402,-0.0613141,0.200589
-0.0753809,-0.0618122,0.200556
-0.0759115,-0.0621394,0.200535
-0.0765668,-0.0626445,0.200496
-0.0771101,-0.0629749,0.200472
-0.0777834,-0.0634844,0.200426
-0.0783385,-0.0638173,0.200398
-0.0790302,-0.0643315,0.200346
-0.0796029,-0.0646688,0.200314
-0.0803328,-0.0651515,0.200249
-0.0810149,-0.0655206,0.200213
-0.0818682,-0.0659537,0.200112
-0.0826026,-0.0663122,0.200062
-0.0834561,-0.0667529,0.199938
-0.0842329,-0.0671231,0.19987
-0.0850958,-0.0675817,0.199731
-0.0858875,-0.0679607,0.199651
-0.0867659,-0.0684185,0.199497
-0.0875695,-0.0688036,0.199402
-0.0884612,-0.0692641,0.199229
-0.0892661,-0.0696527,0.199119
-0.0901612,-0.070122,0.198929
-0.0909706,-0.0705168,0.198803
